#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_1_length_205597_cov_41.210498,34218,35444,-,pilC,1-1227/1227,===============,0/0,100,100,vfdb,WP_000279216,(pilC) type II secretion system F family protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_1_length_205597_cov_41.210498,35474,37186,-,pilB,1-1713/1713,===============,0/0,100,100,vfdb,WP_001274990,(pilB) type IV-A pilus assembly ATPase PilB [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_1_length_205597_cov_41.210498,85870,87075,+,gspF,1-1206/1206,===============,0/0,100,100,vfdb,WP_001112089,(gspF) general secretion pathway protein F [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_1_length_205597_cov_41.210498,87099,87680,+,gspG,1-582/582,===============,0/0,100,99.83,vfdb,WP_000865310,(gspG) general secretion pathway protein G [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_1_length_205597_cov_41.210498,143446,144810,-,fimV,1-1365/1365,===============,0/0,100,100,vfdb,WP_000128073,(fimV) hypothetical protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_1_length_205597_cov_41.210498,149421,150521,-,lpsB,1-1101/1101,===============,0/0,100,100,vfdb,WP_000867091,(lpsB) glycosyltransferase family 4 protein [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_1_length_205597_cov_41.210498,150787,151722,-,lpxL,1-936/936,===============,0/0,100,100,vfdb,WP_000078878,(lpxL) lauroyl acyltransferase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_20_length_61814_cov_42.544426,27896,28798,-,lpxC,1-903/903,===============,0/0,100,98.56,vfdb,WP_000240700,(lpxC) UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_21_length_60654_cov_31.917640,35539,36498,-,gspK,1-960/960,===============,0/0,100,99.9,vfdb,WP_000301479,(gspK) general secretion pathway protein K [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_21_length_60654_cov_31.917640,37199,37579,-,gspI,1-381/381,===============,0/0,100,100,vfdb,WP_000836911,(gspI) general secretion pathway protein I [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_21_length_60654_cov_31.917640,37569,38123,-,gspH,1-555/555,===============,0/0,100,100,vfdb,WP_000841373,(gspH) general secretion pathway protein H [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_22_length_57907_cov_43.487695,38749,39549,-,pilF,1-801/801,===============,0/0,100,100,vfdb,WP_002027454,(pilF) type IV pilus biogenesis/stability protein PilW [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_24_length_54887_cov_39.841198,721,1287,+,abaI,1-567/567,===============,0/0,100,98.77,vfdb,WP_002023245,(abaI) N-acyl-L-homoserine lactone synthetase [Quorom sensing (VF0471) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_24_length_54887_cov_39.841198,45736,47106,+,ACICU_RS00500,1-1371/1371,===============,0/0,100,98.1,vfdb,WP_000209960,(ACICU_RS00500) phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_24_length_54887_cov_39.841198,47150,48166,-,galE,1-1017/1017,===============,0/0,100,97.25,vfdb,WP_001062908,(galE) UDP-glucose 4-epimerase GalE [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_24_length_54887_cov_39.841198,48159,49829,-,pgi,1-1671/1671,===============,0/0,100,97.85,vfdb,WP_000045495,(pgi) glucose-6-phosphate isomerase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_24_length_54887_cov_39.841198,49826,51088,-,ACICU_RS00485,1-1263/1263,===============,0/0,100,97.39,vfdb,WP_000686134,(ACICU_RS00485) nucleotide sugar dehydrogenase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_24_length_54887_cov_39.841198,51204,52079,-,galU,1-876/876,===============,0/0,100,98.29,vfdb,WP_000591436,(galU) UTP--glucose-1-phosphate uridylyltransferase GalU [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_24_length_54887_cov_39.841198,52105,52725,-,ACICU_RS00475,1-621/621,===============,0/0,100,98.71,vfdb,WP_000826956,(ACICU_RS00475) sugar transferase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_26_length_54418_cov_33.290693,44481,45464,-,lpxM,1-984/984,===============,0/0,100,100,vfdb,WP_001984639,(lpxM) lysophospholipid acyltransferase family protein [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_28_length_50290_cov_25.881746,30198,31373,+,lpxB,1-1176/1176,===============,0/0,100,100,vfdb,WP_000013434,(lpxB) lipid-A-disaccharide synthase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,26686,27111,-,pilE,1-426/426,===============,0/0,100,100,vfdb,WP_000788342,(pilE) type IV pilin protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,27108,27590,-,ACICU_RS16840,1-483/483,===============,0/0,100,100,vfdb,WP_001046420,(ACICU_RS16840) prepilin-type N-terminal cleavage/methylation domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,27603,31457,-,pilY1,1-3855/3855,===============,0/0,100,98.86,vfdb,WP_000768964,(pilY1) VWA domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,31469,32287,-,pilX,1-819/819,===============,0/0,100,98.66,vfdb,WP_000149377,(pilX) hypothetical protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,32284,33285,-,pilW,1-1002/1002,===============,0/0,100,99.3,vfdb,WP_000079192,(pilW) PilW family protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,33286,33846,-,pilV,1-561/561,===============,0/0,100,99.82,vfdb,WP_002194578,(pilV) type IV pilus modification protein PilV [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,33840,34313,-,fimU,1-474/474,===============,0/0,100,98.52,vfdb,WP_001214067,(fimU) GspH/FimT family pseudopilin [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,43612,44046,-,pilA,1-438/438,========/======,3-Jan,99.32,95.66,vfdb,WP_000993715,(pilA) pilin [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,56840,59005,-,pilQ,1-2166/2166,===============,0/0,100,98.43,vfdb,WP_001017033,(pilQ) type IV pilus secretin PilQ [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,59073,59600,-,pilP,1-528/528,===============,0/0,100,99.24,vfdb,WP_000695065,(pilP) pilus assembly protein PilP [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,59611,60351,-,pilO,1-741/741,===============,0/0,100,99.59,vfdb,WP_000076098,(pilO) type 4a pilus biogenesis protein PilO [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,60348,60989,-,pilN,1-642/642,===============,0/0,100,99.53,vfdb,WP_000201227,(pilN) PilN domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_2_length_179878_cov_38.180327,60989,62049,-,pilM,1-1059/1059,========/======,2-Jan,100,98.59,vfdb,WP_004644147,(pilM) pilus assembly protein PilM [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_30_length_49047_cov_34.563348,26605,27723,-,pilU,1-1119/1119,===============,0/0,100,100,vfdb,WP_000347039,(pilU) PilT/PilU family type 4a pilus ATPase [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_30_length_49047_cov_34.563348,27751,28788,-,pilT,1-1038/1038,===============,0/0,100,100,vfdb,WP_000355489,(pilT) type IV pilus twitching motility protein PilT [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_31_length_48149_cov_35.828891,29163,31241,-,pilJ,1-2079/2079,===============,0/0,100,100,vfdb,WP_000505931,(pilJ) methyl-accepting chemotaxis protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_31_length_48149_cov_35.828891,31288,31824,-,pilI,1-537/537,===============,0/0,100,100,vfdb,WP_000729757,(pilI) chemotaxis protein CheW [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_31_length_48149_cov_35.828891,31885,32247,-,pilH,1-363/363,===============,0/0,100,100,vfdb,WP_000101096,(pilH) response regulator [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_31_length_48149_cov_35.828891,32271,32654,-,pilG,1-384/384,===============,0/0,100,100,vfdb,WP_000389061,(pilG) twitching motility response regulator PilG [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_32_length_42818_cov_40.950856,24958,27126,+,plc1,1-2169/2169,===============,0/0,100,96.45,vfdb,WP_001081735,(plc1) phospholipase C [Phospholipase C (VF0470) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_32_length_42818_cov_40.950856,32583,34769,-,ACICU_RS00395,1-2187/2187,===============,0/0,100,95.11,vfdb,WP_001075965,(ACICU_RS00395) polysaccharide biosynthesis tyrosine autokinase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_32_length_42818_cov_40.950856,34789,35217,-,ACICU_RS00400,1-429/429,===============,0/0,100,90.44,vfdb,WP_001165990,(ACICU_RS00400) low molecular weight phosphotyrosine protein phosphatase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_32_length_42818_cov_40.950856,35222,36322,-,ACICU_RS00405,1-1101/1101,===============,0/0,100,91.01,vfdb,WP_000872593,(ACICU_RS00405) polysaccharide biosynthesis/export family protein [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_38_length_37779_cov_29.987092,20671,22899,+,plc2,1-2229/2229,===============,0/0,100,100,vfdb,WP_000632986,(plc2) phospholipase C [Phospholipase C (VF0470) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_39_length_37362_cov_38.137317,170,6238,+,bap,1-6069/6069,===============,0/0,100,99.77,vfdb,WP_193759656,(bap) biofilm-associated protein [Bap (VF0462) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_3_length_143963_cov_37.505979,21807,22523,+,bfmR,1-717/717,===============,0/0,100,100,vfdb,WP_000076440,(bfmR) biofilm-controlling response regulator [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_3_length_143963_cov_37.505979,22556,24205,+,bfmS,1-1650/1650,===============,0/0,100,100,vfdb,WP_000472465,(bfmS) signal transduction histidine kinase [BfmRS (VF0463) - Regulation (VFC0301)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,6271,7224,-,tagX,1-954/954,===============,0/0,100,100,vfdb,WP_000972583,(tagX) type VI-associated gene X peptidoglycan hydrolase [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,7847,8653,-,tssL,1-807/807,===============,0/0,100,100,vfdb,WP_000083625,(tssL) type IVB secretion system protein TssL [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,8671,10035,-,tssK,1-1365/1365,===============,0/0,100,100,vfdb,WP_000471445,(tssK) type VI secretion system baseplate subunit TssK [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,10052,11146,-,tssA,1-1095/1095,===============,0/0,100,100,vfdb,WP_000020713,(tssA) type VI secretion system protein TssA [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,11170,13851,-,clpV/tssH,1-2682/2682,===============,0/0,100,100,vfdb,WP_002001416,(clpV/tssH) type VI secretion system ATPase TssH [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,16118,19942,-,tssM,1-3825/3825,===============,0/0,100,99.97,vfdb,WP_000556915,(tssM) type VI secretion system membrane subunit TssM [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,21382,22380,-,tssG,1-999/999,===============,0/0,100,100,vfdb,WP_001190395,(tssG) type VI secretion system baseplate subunit TssG [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,22344,24155,-,tssF,1-1812/1812,===============,0/0,100,100,vfdb,WP_000568832,(tssF) type VI secretion system baseplate subunit TssF [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,24172,24648,-,tssE,1-477/477,===============,0/0,100,100,vfdb,WP_001047031,(tssE) type VI secretion system baseplate subunit TssE [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,24728,25231,-,hcp/tssD,1-504/504,===============,0/0,100,100,vfdb,WP_000653195,(hcp/tssD) type VI secretion system tube protein Hcp [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,25281,26762,-,tssC,1-1482/1482,===============,0/0,100,100,vfdb,WP_001066523,(tssC) type VI secretion system contractile sheath large subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_49_length_28078_cov_31.357912,26755,27258,-,tssB,1-504/504,===============,0/0,100,100,vfdb,WP_001119042,(tssB) type VI secretion system contractile sheath small subunit [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_4_length_129219_cov_32.271713,21670,22149,-,gspM,1-480/480,===============,0/0,100,100,vfdb,WP_000783000,(gspM) general secretion pathway protein M [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_4_length_129219_cov_32.271713,22149,23288,-,gspL,1-1140/1140,===============,0/0,100,100,vfdb,WP_001989189,(gspL) general secretion pathway protein L [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_4_length_129219_cov_32.271713,53596,55353,-,gspE2,1-1758/1758,===============,0/0,100,100,vfdb,WP_001020922,(gspE2) putative secretion pathway ATPase [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_4_length_129219_cov_32.271713,67950,69170,+,adeF,1-1221/1221,===============,0/0,100,100,vfdb,WP_000010636,(adeF) membrane-fusion protein [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_4_length_129219_cov_32.271713,69177,72356,+,adeG,1-3180/3180,===============,0/0,100,100,vfdb,WP_001027056,(adeG) cation/multidrug efflux pump [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_4_length_129219_cov_32.271713,72369,73817,+,adeH,1-1449/1449,===============,0/0,100,100,vfdb,WP_000633124,(adeH) outer membrane protein [AdeFGH efflux pump (VF0504) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_51_length_27219_cov_38.309981,21545,23170,-,plcD,1-1626/1626,===============,0/0,100,100,vfdb,WP_000079188,(plcD) phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase [Phospholipase D (VF0469) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_52_length_27110_cov_45.254790,5875,7029,+,tsaP,1-1155/1155,===============,0/0,100,98.96,vfdb,WP_000755268,(tsaP) LysM peptidoglycan-binding domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_57_length_20596_cov_28.322146,17079,20255,-,vgrG/tssI,1-3177/3177,===============,0/0,100,100,vfdb,WP_000934999,(vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_5_length_117600_cov_31.489049,80574,81038,-,pgaD,1-465/465,===============,0/0,100,100,vfdb,WP_000786639,(pgaD) poly-beta-16-N-acetyl-D-glucosamine biosynthesis protein PgaD [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_5_length_117600_cov_31.489049,81035,82282,-,pgaC,1-1248/1248,===============,0/0,100,100,vfdb,WP_000866237,(pgaC) poly-beta-16 N-acetyl-D-glucosamine synthase [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_5_length_117600_cov_31.489049,82282,84111,-,pgaB,1-1830/1830,===============,0/0,100,100,vfdb,WP_001061322,(pgaB) poly-beta-16-N-acetyl-D-glucosamine N-deacetylase PgaB [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_5_length_117600_cov_31.489049,84111,86549,-,pgaA,1-2439/2439,===============,0/0,100,99.92,vfdb,,(pgaA) poly-beta-16 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_69_length_13569_cov_24.930888,40,558,+,csuB,1-519/519,===============,0/0,100,100,vfdb,WP_000876480,(csuB) Csu pilus subunit CsuB [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_69_length_13569_cov_24.930888,552,1385,+,csuC,1-834/834,===============,0/0,100,100,vfdb,WP_001988023,(csuC) Csu pilus chaperone protein CsuC  [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770798.fasta,NODE_69_length_13569_cov_24.930888,1382,3880,+,csuD,1-2499/2499,===============,0/0,100,100,vfdb,WP_000603301,(csuD) Csu pilus usher protein CsuD [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
