#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_19_length_78621_cov_25.602849,23404,23784,-,gspI,1-381/381,===============,0/0,100,100,vfdb,WP_000836911,(gspI) general secretion pathway protein I [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_19_length_78621_cov_25.602849,23774,24328,-,gspH,1-555/555,===============,0/0,100,100,vfdb,WP_000841373,(gspH) general secretion pathway protein H [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_1_length_165239_cov_36.710942,27896,28798,-,lpxC,1-903/903,===============,0/0,100,98.56,vfdb,WP_000240700,(lpxC) UDP-3-O-acyl-N-acetylglucosamine deacetylase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_1_length_165239_cov_36.710942,64666,67667,-,vgrG/tssI,1-3002/3282,==============.,0/0,91.47,97.33,vfdb,WP_000898330,(vgrG/tssI) type VI secretion system tip protein VgrG [T6SS (VF1337) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,7470,8639,-,basJ,1-1170/1170,===============,0/0,100,100,vfdb,WP_000983821,(basJ) acinetobactin biosynthesis protein BasJ [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,8764,9519,-,basI,1-756/756,===============,0/0,100,100,vfdb,WP_001093095,(basI) phosphopantetheinyl transferase component of acinetobactin biosynthesis protein BasI [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,9530,10264,-,basH,1-735/735,===============,0/0,100,100,vfdb,WP_001032906,(basH) non-ribosomal peptide biosynthesis thioesterase BasH [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,10337,11932,-,barB,1-1596/1596,===============,0/0,100,100,vfdb,WP_001095752,(barB) siderophore efflux system of the ABC superfamily [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,11929,13539,-,barA,1-1611/1611,===============,0/0,100,100,vfdb,WP_001281538,(barA) siderophore efflux system of the ABC superfamily [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,13784,14935,-,basG,1-1152/1152,===============,0/0,100,100,vfdb,WP_000603876,(basG) acinetobactin biosynthesis protein BasF [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,15053,15922,-,basF,1-870/870,===============,0/0,100,100,vfdb,WP_001018264,(basF) aryl carrier protein BasF [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,15940,17568,-,entE,1-1629/1629,===============,0/0,100,100,vfdb,WP_000744381,(entE) non-ribosomal peptide synthetase adenylate-forming enzyme of acinetobactin synthesis [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,17730,20672,+,basD,1-2943/2943,===============,0/0,100,100,vfdb,WP_001177743,(basD) acinetobactin biosynthesis protein BasD [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,20720,22030,+,basC,1-1311/1311,===============,0/0,100,100,vfdb,WP_000717759,(basC) acinetobactin biosynthesis protein BasC [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,22096,24378,-,bauA,1-2283/2283,===============,0/0,100,99.96,vfdb,WP_001073030,(bauA) TonB-dependent siderophore receptor BauA [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,24464,25432,-,bauB,1-969/969,===============,0/0,100,100,vfdb,WP_001104139,(bauB) ferric siderophore ABC transporter periplasmic siderophore-binding protein [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,25439,26209,-,bauE,1-771/771,===============,0/0,100,100,vfdb,WP_000582115,(bauE) ferric siderophore ABC transporter ATP-binding protein BauE [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,26206,27153,-,bauC,1-948/948,===============,0/0,100,100,vfdb,WP_001223274,(bauC) ferric siderophore ABC transporter permease protein BauC [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,27167,28094,-,bauD,1-927/927,========/======,1-Jan,100,99.89,vfdb,WP_012391956,(bauD) ferric siderophore ABC transporter permease protein BauD [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,28726,30756,+,basB,1-2031/2031,===============,0/0,100,100,vfdb,WP_000939834,(basB) non-ribosomal peptide synthetase with condensation and peptidyl carrier protein domains [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,30827,32674,-,basA,1-1848/1848,===============,0/0,100,100,vfdb,WP_000910253,(basA) acinetobactin biosynthesis protein [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_20_length_78605_cov_28.216226,33067,33927,+,bauF,1-861/861,===============,0/0,100,100,vfdb,WP_000160878,(bauF) siderophore-interacting protein [Acinetobactin (VF0467) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_21_length_76229_cov_36.226236,5809,7299,-,gspE1,1-1491/1491,===============,0/0,100,100,vfdb,WP_001166319,(gspE1) general secretion pathway protein E [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,24763,25188,-,pilE,1-426/426,===============,0/0,100,100,vfdb,WP_000788342,(pilE) type IV pilin protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,25185,25667,-,ACICU_RS16840,1-483/483,===============,0/0,100,100,vfdb,WP_001046420,(ACICU_RS16840) prepilin-type N-terminal cleavage/methylation domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,25680,29534,-,pilY1,1-3855/3855,===============,0/0,100,98.86,vfdb,WP_000768964,(pilY1) VWA domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,29546,30364,-,pilX,1-819/819,===============,0/0,100,98.66,vfdb,WP_000149377,(pilX) hypothetical protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,30361,31362,-,pilW,1-1002/1002,===============,0/0,100,99.3,vfdb,WP_000079192,(pilW) PilW family protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,31363,31923,-,pilV,1-561/561,===============,0/0,100,99.82,vfdb,WP_002194578,(pilV) type IV pilus modification protein PilV [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,31917,32390,-,fimU,1-474/474,===============,0/0,100,98.52,vfdb,WP_001214067,(fimU) GspH/FimT family pseudopilin [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,41689,42123,-,pilA,1-438/438,========/======,3-Jan,99.32,95.89,vfdb,WP_000993715,(pilA) pilin [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,54917,57082,-,pilQ,1-2166/2166,===============,0/0,100,98.43,vfdb,WP_001017033,(pilQ) type IV pilus secretin PilQ [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,57150,57677,-,pilP,1-528/528,===============,0/0,100,99.24,vfdb,WP_000695065,(pilP) pilus assembly protein PilP [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,57688,58428,-,pilO,1-741/741,===============,0/0,100,99.59,vfdb,WP_000076098,(pilO) type 4a pilus biogenesis protein PilO [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,58425,59066,-,pilN,1-642/642,===============,0/0,100,99.53,vfdb,WP_000201227,(pilN) PilN domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_22_length_72615_cov_34.090525,59066,60124,-,pilM,1-1059/1059,===============,0/0,100,98.77,vfdb,WP_004644147,(pilM) pilus assembly protein PilM [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_25_length_59464_cov_38.052244,3799,6075,-,gspD,1-2277/2277,===============,0/0,100,98.9,vfdb,WP_001196426,(gspD) general secretion pathway protein D [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_25_length_59464_cov_38.052244,6117,6953,-,gspC,1-837/837,===============,0/0,100,98.92,vfdb,WP_000870033,(gspC) general secretion pathway protein C [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_25_length_59464_cov_38.052244,6953,7696,-,gspN,1-744/744,===============,0/0,100,99.19,vfdb,WP_000730343,(gspN) type II secretion system protein N [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_25_length_59464_cov_38.052244,37101,38147,-,pbpG,1-1047/1047,===============,0/0,100,98.95,vfdb,WP_003384760,(pbpG) D-alanyl-D-alanine endopeptidase PBP7/8 [PbpG (VF0468) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_25_length_59464_cov_38.052244,39006,40574,+,pilS,1-1569/1569,===============,0/0,100,99.23,vfdb,WP_001160337,(pilS) PAS domain-containing sensor histidine kinase [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_25_length_59464_cov_38.052244,40599,42020,+,pilR,1-1422/1422,===============,0/0,100,97.89,vfdb,WP_000840548,(pilR) sigma-54 dependent transcriptional regulator [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_26_length_59168_cov_25.668569,45856,46926,+,lpxD,1-1071/1071,===============,0/0,100,100,vfdb,WP_000868104,(lpxD) UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_26_length_59168_cov_25.668569,47415,48203,+,lpxA,1-789/789,===============,0/0,100,100,vfdb,WP_000064875,(lpxA) acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase [LPS (VF0466) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_27_length_52800_cov_26.585689,21945,24173,-,plc2,1-2229/2229,===============,0/0,100,100,vfdb,WP_000632986,(plc2) phospholipase C [Phospholipase C (VF0470) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_29_length_49925_cov_37.206735,30519,31319,-,pilF,1-801/801,===============,0/0,100,99.13,vfdb,WP_002027454,(pilF) type IV pilus biogenesis/stability protein PilW [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_31_length_48318_cov_32.919819,15496,15879,+,pilG,1-384/384,===============,0/0,100,100,vfdb,WP_000389061,(pilG) twitching motility response regulator PilG [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_31_length_48318_cov_32.919819,15903,16265,+,pilH,1-363/363,===============,0/0,100,100,vfdb,WP_000101096,(pilH) response regulator [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_31_length_48318_cov_32.919819,16326,16862,+,pilI,1-537/537,===============,0/0,100,100,vfdb,WP_000729757,(pilI) chemotaxis protein CheW [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_31_length_48318_cov_32.919819,16909,18987,+,pilJ,1-2079/2079,===============,0/0,100,100,vfdb,WP_000505931,(pilJ) methyl-accepting chemotaxis protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_32_length_45792_cov_34.995555,24959,27127,+,plc1,1-2168/2169,========/======,1-Jan,99.95,96.03,vfdb,WP_001081735,(plc1) phospholipase C [Phospholipase C (VF0470) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_33_length_42300_cov_31.467645,24106,25143,+,pilT,1-1038/1038,===============,0/0,100,100,vfdb,WP_000355489,(pilT) type IV pilus twitching motility protein PilT [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_33_length_42300_cov_31.467645,25171,26289,+,pilU,1-1119/1119,===============,0/0,100,100,vfdb,WP_000347039,(pilU) PilT/PilU family type 4a pilus ATPase [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_37_length_36998_cov_34.500393,29341,35409,-,bap,1-6069/6069,===============,0/0,100,99.74,vfdb,WP_193759656,(bap) biofilm-associated protein [Bap (VF0462) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,106360,106635,+,ACICU_RS04610,1-276/276,===============,0/0,100,99.64,vfdb,WP_000061137,(ACICU_RS04610) hypothetical protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,106638,107078,-,ACICU_RS04605,1-441/441,===============,0/0,100,100,vfdb,WP_000359621,(ACICU_RS04605) YbaN family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,107107,107706,-,hemO,1-600/600,===============,0/0,100,98.17,vfdb,WP_002062720,(hemO) biliverdin-producing heme oxygenase [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,107739,108659,-,ACICU_RS04595,1-921/921,===============,0/0,100,94.03,vfdb,WP_000837764,(ACICU_RS04595) TonB family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,108670,110135,-,ACICU_RS04590,2-1467/1467,===============,0/0,99.93,95.84,vfdb,WP_085947930,(ACICU_RS04590) porin family protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,110246,111037,-,ACICU_RS04585,1-792/792,===============,0/0,100,96.47,vfdb,WP_002002089,(ACICU_RS04585) transferrin-binding protein-like solute binding protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,111230,114334,-,ACICU_RS04580,1-3105/3105,===============,0/0,100,95.23,vfdb,WP_085947929,(ACICU_RS04580) TonB-dependent receptor [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,114543,115559,-,ACICU_RS04575,1-1017/1017,===============,0/0,100,95.67,vfdb,WP_001240499,(ACICU_RS04575) FecR domain-containing protein [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,115560,116081,-,ACICU_RS04570,1-522/522,===============,0/0,100,97.51,vfdb,WP_004748062,(ACICU_RS04570) sigma-70 family RNA polymerase sigma factor [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_3_length_149201_cov_30.377671,116218,117108,-,ACICU_RS04565,1-891/891,===============,0/0,100,95.17,vfdb,WP_001105554,(ACICU_RS04565) LysR family transcriptional regulator [HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_42_length_27805_cov_37.908628,20811,21965,-,tsaP,1-1155/1155,===============,0/0,100,98.7,vfdb,WP_000755268,(tsaP) LysM peptidoglycan-binding domain-containing protein [TFP (VF1334) - Adherence (VFC0001)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_43_length_26928_cov_33.558561,21552,23177,-,plcD,1-1626/1626,===============,0/0,100,100,vfdb,WP_000079188,(plcD) phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase [Phospholipase D (VF0469) - Exotoxin (VFC0235)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_46_length_25560_cov_36.324421,287,1112,+,ACICU_RS00470*,9-833/833,========/======,5-May,98.8,83.09,vfdb,,(ACICU_RS00470*) glycosyltransferase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_46_length_25560_cov_36.324421,1125,1745,+,ACICU_RS00475,1-621/621,===============,0/0,100,88.41,vfdb,WP_000826956,(ACICU_RS00475) sugar transferase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_46_length_25560_cov_36.324421,1770,2645,+,galU,1-876/876,===============,0/0,100,95.43,vfdb,WP_000591436,(galU) UTP--glucose-1-phosphate uridylyltransferase GalU [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_46_length_25560_cov_36.324421,2761,4023,+,ACICU_RS00485,1-1263/1263,===============,0/0,100,93.9,vfdb,WP_000686134,(ACICU_RS00485) nucleotide sugar dehydrogenase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_46_length_25560_cov_36.324421,4020,5690,+,pgi,1-1671/1671,===============,0/0,100,96.05,vfdb,WP_000045495,(pgi) glucose-6-phosphate isomerase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_46_length_25560_cov_36.324421,5683,6683,+,galE,1-1001/1017,===============,0/0,98.43,95.2,vfdb,WP_001062908,(galE) UDP-glucose 4-epimerase GalE [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_46_length_25560_cov_36.324421,8713,10077,-,ACICU_RS00500,1-1365/1371,===============,0/0,99.56,97.51,vfdb,WP_000209960,(ACICU_RS00500) phosphomannomutase/phosphoglucomutase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_49_length_22690_cov_22.885919,7977,8513,+,csuA/B,1-537/537,===============,0/0,100,99.81,vfdb,WP_000790104,(csuA/B) Csu pilus major pilin subunit CsuA/B [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_49_length_22690_cov_22.885919,8588,9136,+,csuA,1-548/548,========/======,1-Jan,100,99.82,vfdb,,(csuA) Csu pilus subunit CsuA [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
/home/kien1211/Downloads/fasta/ERR5770787.fasta,NODE_49_length_22690_cov_22.885919,9142,9660,+,csuB,1-519/519,===============,0/0,100,100,vfdb,WP_000876480,(csuB) Csu pilus subunit CsuB [Csu fimbriae (VF0461) - Biofilm (VFC0271)] [Acinetobacter baumannii ACICU],
